severity	event_type	display_message	uuid	version	timestamp	outcome.result	outcome.reason	actor.id	actor.type	actor.display_name	actor.alternate_id	authentication_context.authentication_step	authentication_context.authentication_provider	authentication_context.credential_provider	authentication_context.credential_type	authentication_context.issuer	authentication_context.external_session_id	client.zone	client.ip_address	client.device	client.user_agent.raw_user_agent	client.user_agent.os	client.user_agent.browser	client.geographical_context.country	client.geographical_context.city	client.geographical_context.postal_code	client.geographical_context.geolocation.lon	client.geographical_context.geolocation.lat	transaction.id	transaction.type	debug_context.debug_data.request_uri	legacy_event_type	target0.id	target0.type	target0.alternate_id	target0.display_name	target1.id	target1.type	target1.alternate_id	target1.display_name	target2.id	target2.type	target2.alternate_id	target2.display_name	target3.id	target3.type	target3.alternate_id	target3.display_name
WARN	user.session.start	User login to Okta	6f636dce-d3c5-4bd3-ac5e-321911dfc3ad	0	2018-12-06T03:49:22.659Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:8936:c688:5ad0:6c43	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAicQsbtrjto1yvYctGBoQAAAHs	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	d6e878b3-4b78-4cd8-b9f9-737f07ec64b7	0	2018-12-06T03:49:21.809Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:8936:c688:5ad0:6c43	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAicQXdV7iqEoCmsNJAHagAAEfI	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	8b3396ad-d51c-4e39-9b59-010bb4c871cd	0	2018-12-06T04:09:22.434Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:8936:c688:5ad0:6c43	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAig8s2r9Nyyyesp8mDsWAAAAC0	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	3140bda6-c788-49d7-ae87-8a901270737b	0	2018-12-06T04:09:21.880Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:8936:c688:5ad0:6c43	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAig8W8TMk2oby33FdgY@gAABtU	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
INFO	user.session.start	User login to Okta	820cb719-1bd0-4f01-852d-50af51ed60cd	0	2018-12-07T05:02:56.353Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102Q_zxplhtRrqv3vpjMHe-eQ	null	2605:b100:f84a:464:5038:a316:3954:f8e5	unknown	unknown	unknown	unknown	Canada	Vancouver	V6H	-123.1322	49.2559	XAn-AMxIQ0PfpXAqEfupzwAADsA	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_success																
INFO	user.authentication.sso	User single sign on to app	1776705e-2dc5-4186-9a57-d0936a1b164b	0	2018-12-07T05:02:56.578Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102Q_zxplhtRrqv3vpjMHe-eQ	null	2605:b100:f84a:464:5038:a316:3954:f8e5	unknown	unknown	unknown	unknown	Canada	Vancouver	V6H	-123.1322	49.2559	XAn-AMxIQ0PfpXAqEfupzwAADsA	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.auth.sso	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.session.start	User login to Okta	47edbfef-412d-431b-9f8a-a4c0c1bf82aa	0	2018-12-07T05:09:14.690Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	88.247.211.126	unknown	unknown	unknown	unknown	Turkey	Mugla	48100	28.2833	37.1167	XAoAegIh63ttyB0W92LOEQAADpk	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
WARN	user.session.start	User login to Okta	ce1f971b-4636-4712-abd2-725cbdcaf4d8	0	2018-12-07T09:40:30.522Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	23.129.64.101	unknown	unknown	unknown	unknown				0	0	XApADq5NArk0gsL1h-wQAgAACys	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
WARN	user.session.start	User login to Okta	d4b4f068-72d2-4e82-84db-009430189bf1	0	2018-12-07T14:44:37.698Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	54.159.132.232	unknown	unknown	unknown	unknown	United States	Ashburn	20149	-77.4728	39.0481	XAqHVfW1N-EwFv6kCEbHYgAABRQ	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
INFO	user.session.start	User login to Okta	d23e5bcf-14dd-4735-ad3e-52ee6b730fef	0	2018-12-07T22:05:22.570Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102kf4S2i2AQEahjwG1vdE_Kg	null	2001:569:bdfb:f600:7912:9c77:25f7:f16e	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAruovii0sDqVoAULhG@QQAACeg	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_success																
INFO	user.authentication.sso	User single sign on to app	fd98f0af-fa9d-487d-9b72-fe74ef3a6e1c	0	2018-12-07T22:05:22.818Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102kf4S2i2AQEahjwG1vdE_Kg	null	2001:569:bdfb:f600:7912:9c77:25f7:f16e	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAruovii0sDqVoAULhG@QQAACeg	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.auth.sso	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
INFO	user.session.start	User login to Okta	b51fd4c6-0ad7-471c-aa4a-ba1077f063ee	0	2018-12-07T15:56:55.254Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					10247uimFe_Sb2M6I5OBM94IQ	null	2001:569:bdfb:f600:9556:4f40:674a:dbc9	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAqYR@F5eMqN3uVKBrKSlwAAAZg	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_success																
INFO	user.authentication.sso	User single sign on to app	608a7cc2-a19c-4e68-91be-3d1cac4f1739	0	2018-12-07T15:56:55.554Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					10247uimFe_Sb2M6I5OBM94IQ	null	2001:569:bdfb:f600:9556:4f40:674a:dbc9	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAqYR@F5eMqN3uVKBrKSlwAAAZg	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.auth.sso	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.session.start	User login to Okta	f20e9c28-8a18-45dc-a769-0bd9d1314b00	0	2018-12-08T03:06:49.983Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	113.173.46.254	unknown	unknown	unknown	unknown	Vietnam	Ho Chi Minh City		106.6438	10.8142	XAs1SQjaKfGJBNjHn6SecQAAA44	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
INFO	user.authentication.sso	User single sign on to app	7f9b1e3f-6470-425f-98bb-097fc5d783b1	0	2018-12-09T04:54:00.343Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102HjrLucQcQ_G3KKlNrrI0Rg	null	2001:569:bdfb:f600:2d40:6715:61b0:df3a	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAyf58xIQ0PfpXAqEfsbbwAADrQ	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.auth.sso	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
INFO	user.session.start	User login to Okta	8a97b171-24d5-4a75-9f6d-47ae618190d0	0	2018-12-09T04:54:00.119Z	SUCCESS		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					102HjrLucQcQ_G3KKlNrrI0Rg	null	2001:569:bdfb:f600:2d40:6715:61b0:df3a	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAyf58xIQ0PfpXAqEfsbbwAADrQ	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_success																
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	568dc614-1041-4cce-81a5-f9f760e0190d	0	2018-12-05T16:13:28.922Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:ec6c:7c4c:6d50:65b1	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAf5KETJjyDpPfauhaPnjQAAAzM	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	5cf9dd9f-58d9-44e1-bc00-51d2fbf8b21d	0	2018-12-05T15:33:31.315Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:ec6c:7c4c:6d50:65b1	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAfvy3@n3sV13NvIE5DETQAAC0M	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	41ea50bb-4bdf-42b6-bfd0-b57f478685ea	0	2018-12-05T15:53:28.649Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:ec6c:7c4c:6d50:65b1	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAf0eHdV7iqEoCmsNJAWuAAAEV4	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	c8468871-87ed-45ac-a40f-d6e97bde9955	0	2018-12-05T15:53:28.276Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:ec6c:7c4c:6d50:65b1	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAf0eAIh63ttyB0W92IFMwAADm4	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	45df1a6e-d36f-45a1-87c6-7c066cd41d20	0	2018-12-05T17:08:20.703Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:e5da:7026:e7d2:8fb5	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgGBAIh63ttyB0W92KQ-wAADo4	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	328357cb-112e-4ba2-b5f1-49a6a45d5f7a	0	2018-12-05T19:32:25.501Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:5c5c:3bcb:b735:cd2c	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgnycROEMIZFly@Yi99RAAAEzs	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	b073d616-e5a0-4e57-9d39-3f2135773de4	0	2018-12-05T19:32:25.867Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:5c5c:3bcb:b735:cd2c	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgnycROEMIZFly@Yi99VAAAEu8	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	e7579d27-082a-487a-91c5-d64a525e9550	0	2018-12-05T19:12:30.596Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	154.5.180.236	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgjHlhxRQJgxt7OYVSsVAAADPw	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	183846b5-450c-4f43-a00a-670e7fdfb9bb	0	2018-12-05T19:12:30.745Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	154.5.180.236	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgjHndV7iqEoCmsNJD7EgAAEUc	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.session.start	User login to Okta	778c26d8-a454-45e3-8c29-8aee0aad4bd0	0	2018-12-05T19:12:25.506Z	FAILURE	INVALID_CREDENTIALS	00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:b9ed:5fb0:f74d:a7cb	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgjGVhxRQJgxt7OYVSsSAAADPY	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	core.user_auth.login_failed																
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	24a304f4-9435-4ec4-8b8a-019117d4feb4	0	2018-12-05T19:12:26.007Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:b9ed:5fb0:f74d:a7cb	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgjGXdV7iqEoCmsNJD6xAAAEcE	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	cd09a35d-0ef3-47fb-84a0-cc8cba800629	0	2018-12-05T17:56:51.807Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:b9ed:5fb0:f74d:a7cb	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAgRY82r9Nyyyesp8mCowQAAADE	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	88b67154-8f7d-4dc4-b4b9-3785f6c5858d	0	2018-12-05T19:22:26.051Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:5c5c:3bcb:b735:cd2c	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAglcndV7iqEoCmsNJAtZAAAEck	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
WARN	user.authentication.auth_via_richclient	Authentication of a user via Rich Client	91a9f5bb-0164-47da-9cdc-fa2b85e0e659	0	2018-12-05T19:22:25.694Z	FAILURE		00u1ul4mozQCM7qTS355	User	John Doe	jdoe@acme.com	0					unknown	null	2001:569:bdfb:f600:5c5c:3bcb:b735:cd2c	unknown	unknown	unknown	unknown	Canada	Victoria	V8Z	-123.4003	48.4993	XAglcVZESmg1gtUmUgnKXgAADQY	WEB	/app/office365/exk1uhg7CDuio8MKn355/sso/wsfed/active	app.rich_client.login_failure	0oa1uhg86q0mMr8lb355	AppInstance	Microsoft Office 365	Microsoft Office 365	0ua21cjq4uOjWj2aN355	AppUser	jdoe@acme.com	John Doe								
